838,"['suicide', 'not', 'always', 'inevitable']"
839,"['video:', 'shocking', 'disability', 'access', 'to', 'shops']"
840,"['why', '361', 'needles', 'are', 'better', 'than', 'one']"
841,"['shops', 'disability', 'access', 'shocking']"
842,"['text', 'reminders', 'stop', 'medicine', 'waste']"
843,"['video:', 'why', 'does', 'my', 'breastfeeding', 'offend?']"
844,"['ebola:', 'basic', 'care', 'being', 'missed']"
845,"['video:', 'swan', 'children', 'given', 'new', 'hope']"
846,"['apology', 'for', 'wrong', 'gp', 'risk', 'data']"
847,"['video:', 'we', ""weren't"", 'told', 'of', 'kidney', 'risks']"
848,"['disabled', 'man', 'put', 'up', 'for', 'auction']"
849,"['breastfeed', 'discreetly,', 'urges', 'farage']"
850,"['nigerian', 'medics', 'join', 'ebola', 'response']"
851,"['brain', 'scan', 'call', 'for', 'mild', 'strokes']"
852,"['obese', 'lose', 'up', 'to', 'eight', 'years', 'of', 'life']"
853,"['video:', 'do', 'pe', 'classes', 'affect', 'adult', 'exercise?']"
854,"['nhs', 'should', 'welcome', 'citizen', 'whistleblowers']"
855,"['cancer', 'patients', 'often', 'unaccompanied']"
856,"['more', 'breastfeeding', 'worth', 'millions']"
857,"['gut', 'bacteria', 'help', 'attack', 'malaria']"
858,"['no', 'criticism', 'over', 'transplant', 'deaths']"
859,"['audio:', 'i', 'had', 'drink', 'problem', 'whilst', 'pregnant']"
860,"['court', 'rejects', 'foetal', 'alcohol', 'damages']"
861,"[""it's"", 'not', 'just', 'about', 'the', 'money']"
862,"['drug', 'repairs', 'spinal', 'cord', 'injuries']"
863,"['no', 'evidence', 'flu', 'drug', 'caused', 'deaths']"
864,"['polish', 'toddler', 'survives', 'night', 'at', '-7c']"
865,"['monitor', 'to', 'launch', 'inquiry', 'into', 'trust']"
866,"['smokers', 'and', 'obese', 'face', 'surgery', 'bar']"
867,"['elderly', 'need', 'to', 'drink', 'more', 'fluid']"
868,"['fears', 'as', 'children', 'use', 'e-cigarettes']"
869,"['video:', 'home', 'birth', 'could', 'be', 'best', 'option']"
870,"['guidance', 'says', 'home', 'births', 'can', 'be', 'best']"
871,"['med', 'diet', 'keeps', 'us', 'genetically', 'young']"
872,"['obama', 'demands', '$6bn', 'for', 'ebola', 'fight']"
873,"['video:', 'i', 'was', 'terrified', 'to', 'be', 'around', 'food']"
874,"['late', 'night', 'food', 'breeds', 'weight', 'gain']"
875,"['video:', 'is', 'ttip', 'really', 'a', 'threat', 'to', 'the', 'nhs?']"
876,"['patient', 'care', 'faces', 'serious', 'impact']"
877,"['child', 'abuse', 'hospital', 'faces', 'claims']"
878,"['sickness', 'advice', 'leaflet', 'to', 'be', 'pulled']"
879,"['seasonal', 'affective', 'disorder', 'and', 'the', 'difference', 'from', 'winter', 'blues']"
880,"['audio:', 'hiv', 'virus', 'becoming', 'less', 'dangerous']"
881,"['video:', 'tackling', 'hiv', 'in', 'myanmar']"
882,"['health', 'boards', 'spend', '£82m', 'on', 'locums']"
883,"['nhs', 'leukaemia', 'drug', 'watchdog', 'u-turn']"
884,"['funding', 'pledge', 'on', 'eating', 'disorders']"
885,"['more', 'economic', 'woe', 'for', 'ebola', 'nations']"
886,"['mother', 'challenges', 'nhs', 'ombudsman']"
887,"['controversial', 'dna', 'test', 'comes', 'to', 'uk']"
888,"['video:', 'a', 'week', 'in', 'the', 'life', 'of', 'a', 'care', 'worker']"
889,"['hiv', 'evolving', 'into', 'milder', 'form']"
890,"['home', 'care', 'services', 'close', 'to', 'crisis']"
891,"['scientists', 'make', 'enzymes', 'from', 'scratch']"
892,"['ebola', 'crisis:', 'who', 'upbeat', 'on', 'targets']"
893,"['paedophile', 'doctor', 'jailed', 'for', '22', 'years']"
894,"['c.', 'diff', 'rates', 'rise', 'at', 'two', 'hospitals']"
895,"['extra', '£65m', 'for', 'welsh', 'health', 'services']"
896,"['huge', 'risk', 'of', 'ebola', 'spread,', 'warns', 'un']"
897,"['ni', 'has', 'largest', 'hiv', 'rise', 'since', '2000']"
898,"['assisted', 'suicide:', 'the', 'shipman', 'effect']"
899,"['video:', 'charlize', 'theron', 'on', 'world', 'aids', 'day']"
900,"['us', 'footballers', 'show', 'brain', 'changes']"
901,"['dementia', 'patients', 'lack', 'proper', 'care']"
902,"['screen', 'more', 'for', 'cancer', 'risk', 'genes']"
903,"['video:', 'where', 'did', 'aids', 'come', 'from?']"
904,"['video:', 'donor', 'organ', 'gave', 'me', 'cancer']"
905,"['protein', 'key', 'to', 'heart', 'muscle', 'defect']"
906,"['osborne', 'to', 'pledge', 'extra', '£2bn', 'for', 'nhs']"
907,"['mentally', 'ill', 'teenager', 'held', 'in', 'cell']"
908,"['west', 'africa', 'ebola', 'toll', 'nears', '7,000']"
909,"['making', 'the', 'most', 'of', 'life', 'with', 'cystic', 'fibrosis']"
910,"['video:', 'nhs', 'u-turn', 'over', 'drug', 'trial', 'money']"
911,"['nhs', 'u-turn', 'over', 'drug', 'trial', 'money']"
912,"['delayed', 'discharges', 'reach', 'record', 'high']"
913,"['lowest', 'ever', 'winter', 'deaths', 'recorded']"
914,"['ebola', 'test', 'results', 'in', '15', 'minutes']"
915,"['video:', 'too', 'few', 'toddlers', 'having', 'flu', 'vaccine']"
916,"['mental', 'health', 'deaths', 'as', 'beds', 'cut']"
917,"['hollande', 'to', 'visit', 'ebola-hit', 'guinea']"
918,"['huddles', 'help', ""children's"", 'hospital', 'care']"
919,"['children', 'tested', 'for', 'ebola', 'on', 'tyneside']"
920,"['too', 'few', 'toddlers', 'having', 'flu', 'vaccine']"
921,"['how', 'much', 'will', 'the', 'chancellor', 'give', 'the', 'nhs?']"
922,"['phillip', 'hughes:', 'how', 'is', 'the', 'brain', 'injured?']"
923,"['food', 'bug', 'affects', '70%', 'of', 'shop', 'chickens']"
924,"['audio:', 'schizophrenia', 'assumptions', 'challenged']"
925,"['video:', 'poor', 'liver', 'disease', 'detection', 'rates']"
926,"['exciting', 'bladder', 'cancer', 'drug', 'trial']"
927,"['fifth', 'of', 'millennium', 'babies', 'obese']"
928,"['gps', 'failing', 'to', 'find', 'liver', 'disease']"
929,"['guidelines', 'favour', 'weight', 'loss', 'ops']"
930,"['video:', 'msf', 'will', 'stay', 'till', 'very', 'end']"
931,"['video:', 'sadness', 'at', ""ebola's"", 'young', 'victims']"
932,"['tracing', 'the', 'ebola', 'outbreak']"
933,"['many', 'elderly', 'struggle', 'at', 'home']"
934,"['ebola', 'vaccine', 'trial', 'promising']"
935,"['video:', 'ebola', 'vaccine', 'trial', 'encouraging']"
936,"['video:', 'mp', 'woke', 'from', 'coma', 'and', 'asked', 'to', 'pay', 'bill']"
937,"['video:', 'movember', 'moustache', 'praise', 'from', 'pm']"
938,"['a&amp;e', 'care', 'still', 'unsafe', 'at', 'hospital']"
939,"['vitamin', 'd', 'warning', 'from', 'nice']"
940,"['silver', 'surfers', 'more', 'health', 'savvy']"
941,"['learning', 'disability', 'care', 'failing']"
942,"['call', 'for', '£2bn', 'more', 'for', 'nhs', 'in', 'england']"
943,"[""msp's"", 'tears', 'over', 'c.', 'diff', 'deaths']"
944,"['the', 'problem', 'with', 'freezing', 'stem', 'cells']"
945,"['audio:', ""alzheimer's"", 'and', 'schizophrenia', 'linked']"
946,"['girl', 'died', 'after', 'stem', 'cell', 'transplant']"
947,"['e-cigarette', 'lure', 'might', 'be', 'baseless']"
948,"['many', 'lonely', 'elderly', 'call', 'helpline']"
949,"['video:', 'end', 'of', 'life', 'care', 'needs', 'more', 'effort']"
950,"[""brain's"", 'dementia', 'weak', 'spot', 'found']"
951,"['video:', 'my', 'daughter', 'felt', 'trapped', 'in', 'hospital']"
952,"['bag-for-life', 'bug', 'risk', 'advice']"
953,"['video:', 'nhs', 'pay:', 'staff', 'morale', 'is', 'dreadful']"
954,"['transplant', 'fears', 'over', 'kidneys', 'deaths']"
955,"['public', 'have', 'say', 'on', 'health', 'services']"
956,"['delayed', 'c.', 'diff', 'outbreak', 'report', 'due']"
957,"['nhs', 'staff', 'stage', 'four-hour', 'strike']"
958,"['ebola', 'trials', 'best', 'chance', 'for', 'cure']"
959,"['the', 'battle', 'for', 'control', 'of', 'the', 'cigarette', 'packet']"
960,"['suicide', 'risk', 'falls', 'after', 'talk', 'therapy']"
961,"['video:', 'understanding', 'autism:', 'living', 'in', 'a', 'box']"
962,"['journey', 'through', 'the', 'ebola', 'heartland']"
963,"['mental', 'health', 'nursing', 'cuts', 'warning']"
964,"['ebola', 'team', 'will', 'miss', 'human', 'touch']"
965,"['video:', 'labour', 'calls', 'for', 'nhs', 'investment']"
966,"['video:', 'nhs', 'staff', 'set', 'off', 'to', 'help', 'fight', 'ebola']"
967,"['nhs', 'staff', 'to', 'fly', 'out', 'to', 'fight', 'ebola']"
968,"['video:', 'a&amp;es', 'miss', 'four-hour', 'wait', 'standard']"
969,"['video:', 'bid', 'to', 'remove', 'worst', 'bits', 'of', 'health', 'act']"
970,"['a&amp;es', 'miss', 'four-hour', 'wait', 'standard']"
971,"['early', 'sign', 'of', 'yellow', 'fever', 'found']"
972,"['video:', 'bed', 'blockers', 'face', 'legal', 'action']"
973,"['mps', 'to', 'debate', 'nhs', 'privatisation']"
974,"['no', 'fertility', 'help', 'for', 'cancer', 'young']"
975,"['nhs', 'should', 'use', 'cancer', 'drug', 'for', 'eyes']"
976,"['watchdog', 'ranks', 'mental', 'health', 'trusts']"
977,"['breastfeeding', 'voucher', 'trial', 'results']"
978,"['female', 'bosses', 'more', 'depressed']"
979,"['bed', 'blockers', 'face', 'legal', 'action']"
980,"['unions', 'consider', 'wales-only', 'pay', 'deal']"
981,"['video:', 'obesity', 'costs', 'uk', '£47bn', 'a', 'year']"
982,"['obesity', 'costing', 'same', 'as', 'smoking']"
983,"['complex', 'jobs', 'may', 'protect', 'memory']"
984,"['video:', 'hiv', 'now', 'and', 'then:', '1982', 'vs', '2014']"
985,"['double', 'cancer', 'referrals,', 'gps', 'urged']"
986,"['pork', 'gelatine', 'flu', 'spray', 'concerns']"
987,"['abortion', 'protester', 'harassed', 'worker']"
988,"['covert', 'care', 'camera', 'guidance', 'approved']"
989,"['video:', 'virtual', 'avatars', 'reduce', 'self-criticism']"
990,"['video:', ""mp's"", 'bill', 'to', 'put', 'right', 'nhs', 'mistakes']"
991,"['audio:', ""surgeon's"", 'records', 'made', 'public']"
992,"['nhs', 'misses', 'cancer', 'treatment', 'targets']"
993,"['audio:', 'early', 'years', 'of', 'sex', 'research', 'on', 'display']"
994,"['video:', 'nhs', 'to', 'publish', 'surgeon', 'data']"
995,"['british', 'nurse', 'back', 'to', 'help', 'after', 'ebola', 'recovery']"
996,"['ebola', 'research', 'receives', '$5.7m', 'boost']"
997,"['diabetics', 'denied', 'vital', 'prescriptions']"
998,"['nhs', 'to', 'publish', 'surgeon', 'outcomes', 'data']"
999,"['infected', 'kidneys', 'rejected', 'as', 'unfit']"
1000,"['video:', 'prince', 'supports', 'educational', 'ebola', 'video']"
1001,"['concern', 'over', 'rising', 'heart', 'infection']"
1002,"['surgeon', 'convicted', 'of', 'patient', 'attacks']"
1003,"['eastenders', 'breaking', 'cancer', 'taboo']"
1004,"['better', 'sex-and-dementia', 'care', 'call']"
1005,"['poor', 'have', 'fewer', 'teeth', 'than', 'rich']"
1006,"['watchdog', 'ranks', 'gp', 'surgeries', 'by', 'risk']"
1007,"['hospital', 'slip', 'death', 'inquiry', 'planned']"
1008,"['video:', 'poor', 'people', 'will', 'have', 'fewer', 'teeth']"
1009,"['care', 'claim', 'backlog', 'to', 'cost', 'nhs', '£250m']"
1010,"['nhs', 'ombudsman', 'failing', 'families']"
1011,"['tenth', 'of', 'british', 'men', 'pay', 'for', 'sex']"
1012,"['why', 'nightshifts', 'pile', 'on', 'the', 'pounds']"
1013,"['video:', 'i', 'stayed', 'for', 'the', 'love', 'of', 'my', 'people']"
1014,"['video:', 'bird', 'flu', 'not', 'a', 'threat', 'to', 'food', 'safety']"
1015,"['better', 'hospital', 'food', 'may', 'become', 'law']"
1016,"['major', 'incident', 'hospital', 'cancels', 'ops']"
1017,"['sierra', 'leone', 'ebola', 'doctor', 'dies', 'in', 'us']"
1018,"['drowning:', 'hidden', 'childhood', 'killer']"
1019,"['video:', 'goggle', 'camera', 'records', 'ebola', 'crisis']"
1020,"['uk', 'doctor', 'on', 'the', 'ebola', 'front', 'line']"
1021,"['bird', 'flu:', 'what', 'threat', 'to', 'humans?']"
1022,"['audio:', 'alcoholism', 'rising', 'in', 'women', 'over', '60']"
1023,"['audio:', 'ebola', 'vaccine', 'on', 'track', 'for', 'january']"
1024,"['dutch', 'battle', 'contagious', 'bird', 'flu']"
1025,"['video:', 'call', 'to', 'help', 'elderly', 'after', 'hospital']"
1026,"['video:', 'mediterranean', 'diet', 'best', 'for', 'obesity']"
1027,"['one', 'kiss', 'shares', '80', 'million', 'bugs']"
1028,"['premature', 'birth', 'biggest', 'killer']"
1029,"['mediterranean', 'diet', 'best', 'for', 'obesity']"
1030,"['bird', 'flu', 'case', 'at', 'yorkshire', 'duck', 'farm']"
1031,"['patients', 'struggling', 'to', 'book', 'with', 'gp']"
1032,"['video:', 'no', 'nhs', 'without', ""migrants',"", 'says', 'major']"
1033,"['video:', 'epidemic', 'of', 'hunger', 'in', 'the', 'uk']"
1034,"['video:', 'patients', 'struggling', 'to', 'see', 'gps']"
1035,"['surgeons', 'warned', 'over', 'death', 'rates']"
1036,"['video:', 'new', 'contraceptive', 'device', 'launched']"
1037,"['video:', 'colchester', 'hospital', 'major', 'incident']"
1038,"['video:', 'major', 'milestone', 'in', 'polio', 'battle']"
1039,"['exotic', 'pets', 'and', 'the', 'risks', 'to', 'health']"
1040,"['hospital', 'declares', 'major', 'incident']"
1041,"['call', 'for', 'e-cigarette', 'safety', 'warnings']"
1042,"['major', 'milestone', 'in', 'polio', 'battle']"
1043,"['two', 'die', 'after', 'infected', 'kidney', 'op']"
1044,"['dry', 'january', 'may', 'do', 'long-term', 'good']"
1045,"['wikipedia', 'foresees', 'virus', 'outbreaks']"
1046,"['cancer', 'rate', 'to', 'push', 'nhs', 'to', 'limit']"
1047,"['nhs', 'has', 'repeated', 'data', 'breaches']"
1048,"['why', 'the', 'nhs', 'is', 'facing', 'a', 'tricky', 'winter']"
1049,"['plastics', 'and', 'premature', 'baby', 'warning']"
1050,"['study', 'questions', 'b12', 'dementia', 'advice']"
1051,"['deep', 'concern', 'at', 'cancer', 'drug', 'cuts']"
1052,"['audio:', ""mcdonald's"", 'transformed', 'our', 'palates']"
1053,"['video:', 'inside', 'the', ""world's"", 'biggest', 'blood', 'bank']"
1054,"['ebola', 'drug', 'clinical', 'trials', 'to', 'start']"
1055,"['tests', 'begin', 'in', 'dentist', 'virus', 'probe']"
1056,"['nhs', 'plans', 'kitemark', 'for', 'health', 'apps']"
1057,"['gene', 'error', 'reduces', 'heart', 'attacks']"
1058,"['christmas', 'plea', 'for', 'blood', 'donation']"
1059,"['video:', 'we', 'have', 'poured', 'in', 'ebola', 'resources']"
1060,"['video:', 'dental', 'patient', 'absolutely', 'furious']"
1061,"['cancer', 'drugs', 'fund', 'to', 'be', 'restricted']"
1062,"['ebola', 'outbreak', 'deaths', 'pass', '5,000']"
1063,"['malaria', 'warning', 'for', 'pregnant', 'women']"
1064,"['gay', 'men', 'should', 'get', 'anti-cancer', 'jab']"
1065,"['third', 'ebola', 'death', 'confirmed', 'in', 'mali']"
1066,"['video:', 'danish', 'breakthrough', 'with', 'child', 'obesity']"
1067,"['patients', 'recalled', 'over', 'virus', 'risk']"
1068,"['olympic', 'borough', 'newham', 'least', 'active']"
1069,"['mind', 'control', 'used', 'to', 'switch', 'on', 'genes']"
1070,"['video:', 'blair:', 'world', 'too', 'slow', 'on', 'ebola']"
1071,"['lamb:', 'nhs', 'needs', 'a', 'cash', 'injection']"
1072,"['video:', ""serwotka's"", 'life-saving', 'device']"
1073,"['doughnut', 'burger', 'busts', ""day's"", 'calories']"
1074,"['midwife', 'abortion', 'objection', 'case', 'due']"
1075,"['drugs', 'treatment', 'service', 'set', 'to', 'close']"
1076,"['care', 'plan', 'savings', 'over-optimistic']"
1077,"['ban', 'fruit', 'juice', 'from', 'five-a-day']"
1078,"['video:', 'geldof:', 'ebola', 'is', 'inhuman']"
1079,"['care', 'home', 'quality', 'of', 'life', 'concerns']"
1080,"['gates:', 'progress', 'being', 'made', 'on', 'ebola']"
1081,"['change', 'in', 'ebola', 'tactics', 'needed', '-', 'msf']"
1082,"['ad', 'breakdown:', 'sex', 'and', 'the', 'e-cigarette']"
1083,"['ni', 'test', 'results', 'due', 'over', 'ebola', 'virus']"
1084,"['video:', 'uk', 'sees', 'rise', 'in', 'weight-loss', 'surgery']"
1085,"['hundreds', 'of', 'obese', 'young', 'need', 'surgery']"
1086,"['first', 'e-cig', 'vaping', 'ad', 'airing', 'on', 'tv']"
1087,"[""brain's"", 'taste', 'secrets', 'uncovered']"
1088,"['have', 'the', 'danes', 'cracked', 'childhood', 'obesity?']"
1089,"['amputation', 'pain', 'still', 'a', 'challenge']"
1090,"['anxious', 'teens', 'need', 'tailored', 'therapy']"
1091,"['testes', 'most', 'distinct', 'human', 'tissue']"
1092,"['inherited', 'bugs', 'may', 'help', 'weight', 'loss']"
1093,"['step', 'to', ""parkinson's"", 'stem', 'cell', 'therapy']"
1094,"['use', 'old', 'drugs', 'to', 'treat', 'cancer', 'call']"
1095,"['savile', 'hospital', 'abuse', 'inquiry', 'widens']"
1096,"['video:', 'hi-tech', 'headset', 'to', 'guide', 'blind', 'people']"
1097,"['un', 'lacks', 'resources', 'to', 'fight', 'ebola']"
1098,"['video:', 'ebola', 'chief:', 'this', 'disease', 'is', 'still', 'a', 'crisis']"
1099,"['happiness', 'dips', 'in', 'midlife', 'for', 'rich']"
1100,"['cosmetic', 'jabs', 'safe', 'if', 'done', 'right']"
1101,"['plant', 'protein', 'could', 'be', 'used', 'in', 'blood']"
1102,"['ethical', 'duty', 'to', 'cut', 'nhs', 'waste']"
1103,"['video:', 'ebola', 'vaccine', 'trial', 'expands', 'in', 'mali']"
1104,"['video:', 'rare', 'glimpse', 'inside', 'broadmoor']"
1105,"['drug', 'users', 'unaware', 'of', 'hepatitis', 'c']"
1106,"['sierra', 'leone', 'gets', 'uk', 'ebola', 'centre']"
1107,"['child', 'mental', 'health', 'services', 'unfit']"
1108,"['video:', 'inside', 'uk-funded', 'ebola', 'centre']"
1109,"['video:', 'road', 'separates', 'living', 'from', 'dying']"
1110,"['language', 'checks', 'for', 'nurses', 'proposed']"
1111,"['appeal', 'over', 'foetal', 'alcohol', 'syndrome']"
1112,"['sponge', 'on', 'a', 'string', 'test', 'for', 'cancer']"
1113,"['shift', 'work', 'dulls', 'your', 'brain', '-', 'report']"
1114,"['video:', 'david', 'shukman:', 'who', 'discovered', 'ebola?']"
1115,"['video:', 'us', 'right-to-die', 'advocate', 'ends', 'life']"
1116,"['tobacco', 'firms', 'to', 'challenge', 'eu', 'rules']"
1117,"[""uk's"", 'ebola', 'appeal', 'reaches', '£10m', 'mark']"
1118,"['audio:', 'weight', 'loss', 'surgery', 'cured', 'my', 'diabetes']"
1119,"['us', 'right-to-die', 'advocate', 'ends', 'life']"
1120,"['ebola:', 'london', 'woman', 'being', 'tested']"
1121,"['video:', 'weight', 'surgery', 'cuts', 'diabetes', 'risk']"
1122,"['hike', 'in', 'checks', 'for', 'most', 'vulnerable']"
1123,"['weight', 'surgery', 'lowers', 'diabetes', 'risk']"
1124,"['coolest', 'car', 'in', 'london', 'saves', 'lives']"
1125,"['ebola', 'appeal', 'receives', '£4m', 'in', 'two', 'days']"
1126,"['video:', 'stafford', 'health', 'trust', 'services', 'end']"
1127,"['video:', 'was', 'there', 'a', 'cover-up', 'over', 'primodos?']"
1128,"['video:', 'i', 'blogged', 'my', 'way', 'to', 'mental', 'health']"
1129,"['video:', 'ebola', 'carers', 'face', 'discrimination']"
1130,"['some', 'ethnic', 'groups', 'less', 'cancer', 'aware']"
1131,"['un', 'chief', 'defends', 'ebola', 'aid', 'workers']"
1132,"['video:', 'drinkers', 'try', 'the', 'bbc', 'booze', 'calculator']"
1133,"['video:', 'wine', 'vs', 'doughnut:', 'the', 'hidden', 'calories', 'in', 'booze']"
1134,"['video:', 'the', 'makeshift', 'protection', 'for', 'ebola']"
1135,"['genes', 'play', 'role', 'in', 'ebola', 'survival']"
1136,"['video:', 'lab', 'for', 'world’s', 'worst', 'animal', 'viruses']"
1137,"['booze', 'should', 'have', 'calorie', 'labels']"
1138,"['why', 'scratching', 'intensifies', 'itching']"
1139,"['new', 'strike', 'by', 'nhs', 'staff', 'announced']"
1140,"['joined-up', 'care:', 'the', 'elephant', 'in', 'the', 'room']"
1141,"['cancer', 'survival', 'rates', 'improving']"
1142,"['audio:', 'we', 'want', 'sperm', 'donors', 'to', 'be', 'proud']"
1143,"['video:', 'uk', 'national', 'sperm', 'bank', 'starts', 'work']"
1144,"['video:', 'care', 'plan', 'to', 'ease', 'hospital', 'pressure']"
1145,"['video:', 'drug', 'abuse', 'should', 'be', 'a', 'health', 'issue']"
1146,"['video:', 'tough', 'laws', 'do', 'not', 'stop', 'drug', 'use']"
1147,"['video:', 'my', 'son', 'died', 'after', 'taking', 'legal', 'high']"
1148,"['study', 'points', 'to', 'new', 'autism', 'risks']"
1149,"['uk', 'national', 'sperm', 'bank', 'starts', 'work']"
1150,"['care', 'plan', 'to', 'ease', 'hospital', 'pressure']"
1151,"['nhs', 'trusts', 'counting', 'on', 'bailouts']"
1152,"['dementia', 'tops', 'female', 'causes', 'of', 'death']"
1153,"['ebola:', 'the', 'right', 'to', 'refuse', 'to', 'treat']"
1154,"['audio:', 'carer:', 'low', 'pay', 'leads', 'to', 'poor', 'care']"
1155,"['failure', 'in', 'care', 'of', 'injured', 'veterans']"
1156,"['video:', 'how', 'to', 'spot', 'the', 'signs', 'of', 'a', 'stroke?']"
1157,"['video:', 'women', 'not', 'aware', 'of', 'stroke', 'risk']"
1158,"['disasters', 'group', 'launches', 'ebola', 'appeal']"
1159,"['k', 'bladder:', ""uk's"", 'secret', 'ketamine', 'epidemic']"
1160,"['drinking', 'milk', 'may', 'not', 'protect', 'bones']"
1161,"['drugs', 'fund', 'papers', 'over', 'cracks']"
1162,"['nhs', 'screening', 'advice', 'must', 'improve']"
1163,"['google', 'developing', 'a', 'cancer', 'detector']"
1164,"['surgery', 'halted', 'by', 'incomplete', 'data']"
1165,"['video:', 'fears', 'for', 'scope', 'care', 'home', 'residents']"
1166,"['video:', 'robbie', 'sings', 'during', ""wife's"", 'labour']"
1167,"['body', 'has', 'rush', 'hour', 'transformation']"
1168,"['mental', 'health', 'spending', 'too', 'low']"
1169,"['video:', 'helping', 'nhs', 'staff', 'cope', 'in', 'liberia']"
1170,"['how', 'nhs', 'staff', 'will', 'help', 'treat', 'ebola']"
1171,"['how', 'nhs', 'staff', 'will', 'help', 'treat', 'ebola']"
1172,"['tribute', 'to', 'fgm', 'warrior', 'efua', 'dorkenoo']"
1173,"['ebola', 'crisis', 'may', 'harm', 'malaria', 'fight']"
1174,"['scandalous', 'scaremongering', 'over', 'nhs']"
1175,"['10', 'things', 'you', 'may', 'not', 'know', 'about', 'laughter']"
1176,"['jones', 'not', 'afraid', 'of', 'nhs', 'scrutiny']"
1177,"['ebola', 'outbreak', 'cases', 'pass', '10,000']"
1178,"['cancer-killing', 'cells', 'made', 'in', 'the', 'lab']"
1179,"[""ashya's"", 'family', 'unsafe', 'for', 'uk', 'return']"
1180,"['video:', 'ashya', 'king', 'has', 'really', 'come', 'along']"
1181,"['million', 'ebola', 'vaccine', 'doses', 'for', '2015']"
1182,"['first', 'transplant', 'of', 'dead', 'heart']"
1183,"['dozens', 'monitored', 'for', 'ebola', 'in', 'mali']"
1184,"['first', 'ebola', 'case', 'in', 'mali', 'confirmed']"
1185,"['video:', 'clock', 'change', 'decreases', 'activity']"
1186,"['video:', 'could', 'amputees', 're-grow', 'lost', 'limbs?']"
1187,"['sunshine', 'can', 'slow', 'weight', 'gain']"
1188,"['roman', 'gums', 'healthier', 'than', 'ours']"
1189,"['ebola', 'blood-therapy', 'team', 'set', 'up']"
1190,"['us', 'probes', 'hackable', 'medical', 'devices']"
1191,"['later', 'sunsets', 'make', 'kids', 'more', 'active']"
1192,"['obama', 'optimistic', 'over', 'ebola', 'in', 'us']"
1193,"['nhs', 'needs', 'extra', 'cash', 'and', 'overhaul']"
1194,"['video:', 'can', 'technology', 'plug', 'nhs', 'funding', 'gap?']"
1195,"['experts', 'aim', 'to', 'reduce', 'stillbirths']"
1196,"['nhs', 'acting', 'as', 'barrier', 'to', 'families']"
1197,"['more', 'to', 'do', 'on', 'disabled', 'hate', 'crimes']"
1198,"['video:', 'wilko', 'johnson', 'says', 'he', 'is', 'cancer', 'free']"
1199,"['nine', 'million', 'have', 'tb', '-', 'who', 'report']"
1200,"['video:', 'uk', 'ebola', 'planning', 'excellent']"
1201,"['video:', 'pm', 'challenged', 'on', ""girl's"", 'hospital', 'letter']"
1202,"['video:', 'clashes', 'on', 'english', 'and', 'welsh', 'nhs']"
1203,"['who', 'emergency', 'team', 'holds', 'ebola', 'talks']"
1204,"['video:', 'gp', 'explains', 'dementia', 'payments']"
1205,"['video:', 'gps', 'to', 'get', '£55', 'for', 'dementia', 'diagnoses']"
1206,"['gps', 'to', 'get', '£55', 'for', 'dementia', 'diagnoses']"
1207,"['schools', 'should', 'check', 'kids', 'teeth']"
1208,"['mentally', 'ill', 'put', 'in', 'police', 'cells']"
1209,"['nice', 'conflicts', 'of', 'interests', 'claim']"
1210,"['video:', 'can', 'pioneering', 'paralysis', 'therapy', 'help', 'others?']"
1211,"['video:', 'more', 'uk', 'medics', 'travel', 'to', 'ebola', 'area']"
1212,"['ebola', 'serum', 'for', 'africa', 'in', 'weeks']"
1213,"['nhs', 'reputation', 'dragged', 'through', 'mud']"
1214,"['nhs', 'drafts', 'in', 'extra', 'a&amp;e', 'doctors']"
1215,"['patients', 'fleeing', 'wales', 'denial']"
1216,"['nhs', 'to', 'grind', 'to', 'halt', 'with', 'dementia']"
1217,"['video:', 'uk', 'ebola', 'vaccine', 'tests', 'continue']"
1218,"['video:', 'paralysed', 'man', 'walks', 'after', 'cell', 'surgery']"
1219,"['scans', 'reveal', 'cause', 'of', 'winter', 'blues']"
1220,"['man', 'walks', 'again', 'after', 'transplant']"
1221,"['living', 'with', 'smoker', 'risks', 'highlighted']"
1222,"['video:', 'surfing', 'to', 'fight', 'depression']"
1223,"['audio:', 'nursing', 'morale', 'at', 'heartbreaking', 'low']"
1224,"['nhs', 'radiographers', 'strike', 'over', 'pay']"
1225,"['jones', 'dismisses', 'health', 'inquiry', 'call']"
1226,"['video:', 'professors', 'on', 'ebola', 'threat', 'to', 'uk']"
1227,"['video:', 'ebola', 'survivors’', 'blood', 'saving', 'lives']"
1228,"['nine', 'hospitals', 'hit', 'by', 'scan', 'strike']"
1229,"['liver', 'deaths', 'rise', 'linked', 'to', 'alcohol']"
1230,"['nigeria', 'declared', 'free', 'of', 'ebola']"
1231,"['untested', 'drugs', 'bill', 'a', 'step', 'closer']"
1232,"['concern', 'over', 'new', 'mums', 'mental', 'health']"
1233,"['ebola', 'nurse', 'pooley', 'back', 'in', 'africa']"
1234,"['all', 'nations', 'have', 'a', 'stake', 'in', 'ebola']"
1235,"['video:', 'the', 'quest', 'for', 'an', 'ebola', 'vaccine']"
1236,"['video:', 'we', 'will', 'bring', 'social', 'care', 'into', 'nhs']"
1237,"['canada', 'to', 'ship', 'ebola', 'vaccine', 'to', 'who']"
1238,"['video:', 'new', 'research', 'into', 'body', 'image', 'fears']"
1239,"['pharmacies', 'could', 'save', 'nhs', '£1bn']"
